Year,Region Name,Median Price
1998,Collin County,2238487
1999,Collin County,2322204
2000,Collin County,2384799
2001,Collin County,2389755
2002,Collin County,2416237
2003,Collin County,2448645
2004,Collin County,2535244
2005,Collin County,2597559
2006,Collin County,2654171
2007,Collin County,2699299
2008,Collin County,2659225
2009,Collin County,2615616
2010,Collin County,2611743
2011,Collin County,2546071
2012,Collin County,2612370
2013,Collin County,2812157
2014,Collin County,3087179
2015,Collin County,3419732
2016,Collin County,3731399
2017,Collin County,3986994
2018,Collin County,4108339
2019,Collin County,4113657
2020,Collin County,1027987
1996,Collier County,1817943
1997,Collier County,1857607
1998,Collier County,1959083
1999,Collier County,2053906
2000,Collier County,2217031
2001,Collier County,2459916
2002,Collier County,2713472
2003,Collier County,2996977
2004,Collier County,3402429
2005,Collier County,4382853
2006,Collier County,5270785
2007,Collier County,4772517
2008,Collier County,3913571
2009,Collier County,3200198
2010,Collier County,2958050
2011,Collier County,2778696
2012,Collier County,2800261
2013,Collier County,3082424
2014,Collier County,3426943
2015,Collier County,3829612
2016,Collier County,4110433
2017,Collier County,4112998
2018,Collier County,4144646
2019,Collier County,4134071
2020,Collier County,1033218
1996,Colleton County,
1997,Colleton County,
1998,Colleton County,
1999,Colleton County,
2000,Colleton County,
2001,Colleton County,821593
2002,Colleton County,962393
2003,Colleton County,1011733
2004,Colleton County,1064077
2005,Colleton County,1156350
2006,Colleton County,1257265
2007,Colleton County,1332011
2008,Colleton County,1351377
2009,Colleton County,1316081
2010,Colleton County,1269908
2011,Colleton County,1263423
2012,Colleton County,1261978
2013,Colleton County,1273658
2014,Colleton County,1301181
2015,Colleton County,1361181
2016,Colleton County,1421867
2017,Colleton County,1502621
2018,Colleton County,1578155
2019,Colleton County,1627255
2020,Colleton County,412152
1996,Colfax County,
1997,Colfax County,
1998,Colfax County,
1999,Colfax County,
2000,Colfax County,
2001,Colfax County,
2002,Colfax County,
2003,Colfax County,
2004,Colfax County,
2005,Colfax County,759169
2006,Colfax County,1707941
2007,Colfax County,2553638
2008,Colfax County,2472909
2009,Colfax County,2401951
2010,Colfax County,2385349
2011,Colfax County,2350570
2012,Colfax County,2376231
2013,Colfax County,2423940
2014,Colfax County,2494089
2015,Colfax County,2603689
2016,Colfax County,2690462
2017,Colfax County,2829887
2018,Colfax County,2978942
2019,Colfax County,3136515
2020,Colfax County,801706
1996,Coles County,
1997,Coles County,
1998,Coles County,
1999,Coles County,
2000,Coles County,
2001,Coles County,
2002,Coles County,
2003,Coles County,
2004,Coles County,
2005,Coles County,776307
2006,Coles County,979207
2007,Coles County,989742
2008,Coles County,958000
2009,Coles County,898682
2010,Coles County,859430
2011,Coles County,829779
2012,Coles County,823062
2013,Coles County,839902
2014,Coles County,879129
2015,Coles County,919593
2016,Coles County,956277
2017,Coles County,985327
2018,Coles County,1016443
2019,Coles County,1044789
2020,Coles County,263373
1996,Coleman County,
1997,Coleman County,
1998,Coleman County,
1999,Coleman County,
2000,Coleman County,
2001,Coleman County,
2002,Coleman County,
2003,Coleman County,
2004,Coleman County,
2005,Coleman County,
2006,Coleman County,
2007,Coleman County,154006
2008,Coleman County,465756
2009,Coleman County,456445
2010,Coleman County,454046
2011,Coleman County,446071
2012,Coleman County,450108
2013,Coleman County,454568
2014,Coleman County,485430
2015,Coleman County,514605
2016,Coleman County,564021
2017,Coleman County,604746
2018,Coleman County,654403
2019,Coleman County,675562
2020,Coleman County,171083
1996,Cole County,
1997,Cole County,
1998,Cole County,
1999,Cole County,
2000,Cole County,
2001,Cole County,
2002,Cole County,
2003,Cole County,
2004,Cole County,
2005,Cole County,
2006,Cole County,
2007,Cole County,
2008,Cole County,1651493
2009,Cole County,1590326
2010,Cole County,1665039
2011,Cole County,1552028
2012,Cole County,1588998
2013,Cole County,1634444
2014,Cole County,1588065
2015,Cole County,1648342
2016,Cole County,1723928
2017,Cole County,1747369
2018,Cole County,1854036
2019,Cole County,1918345
2020,Cole County,482738
1996,Colbert County,
1997,Colbert County,
1998,Colbert County,
1999,Colbert County,
2000,Colbert County,
2001,Colbert County,
2002,Colbert County,
2003,Colbert County,
2004,Colbert County,
2005,Colbert County,
2006,Colbert County,
2007,Colbert County,
2008,Colbert County,
2009,Colbert County,
2010,Colbert County,
2011,Colbert County,
2012,Colbert County,
2013,Colbert County,
2014,Colbert County,949422
2015,Colbert County,1150875
2016,Colbert County,1188241
2017,Colbert County,1221230
2018,Colbert County,1257346
2019,Colbert County,1307793
2020,Colbert County,333415
1996,Coffey County,
1997,Coffey County,
1998,Coffey County,
1999,Coffey County,
2000,Coffey County,
2001,Coffey County,
2002,Coffey County,
2003,Coffey County,
2004,Coffey County,
2005,Coffey County,
2006,Coffey County,
2007,Coffey County,
2008,Coffey County,965399
2009,Coffey County,1038764
2010,Coffey County,1029264
2011,Coffey County,1039659
2012,Coffey County,995498
2013,Coffey County,1003809
2014,Coffey County,980495
2015,Coffey County,1057874
2016,Coffey County,1129178
2017,Coffey County,1255316
2018,Coffey County,1250955
2019,Coffey County,1328193
2020,Coffey County,316509
1996,Coffee County,1639784
1997,Coffee County,1705073
1998,Coffee County,1770401
1999,Coffee County,1820782
2000,Coffee County,1905202
2001,Coffee County,1996897
2002,Coffee County,2050648
2003,Coffee County,2093200
2004,Coffee County,2183752
2005,Coffee County,2289384
2006,Coffee County,2415972
2007,Coffee County,2551707
2008,Coffee County,3438997
2009,Coffee County,3964911
2010,Coffee County,3770043
2011,Coffee County,3615443
2012,Coffee County,3516860
2013,Coffee County,3529018
2014,Coffee County,3637767
2015,Coffee County,3764288
2016,Coffee County,3928483
2017,Coffee County,4103828
2018,Coffee County,4391992
2019,Coffee County,4589830
2020,Coffee County,1168046
1996,Codington County,
1997,Codington County,
1998,Codington County,
1999,Codington County,
2000,Codington County,
2001,Codington County,
2002,Codington County,
2003,Codington County,
2004,Codington County,
2005,Codington County,
2006,Codington County,
2007,Codington County,
2008,Codington County,
2009,Codington County,
2010,Codington County,
2011,Codington County,603340
2012,Codington County,1834972
2013,Codington County,1856902
2014,Codington County,1919527
2015,Codington County,1983195
2016,Codington County,2073306
2017,Codington County,2189985
2018,Codington County,2291802
2019,Codington County,2399183
2020,Codington County,610753
1996,Coconino County,1707006
1997,Coconino County,1798428
1998,Coconino County,1864296
1999,Coconino County,1930441
2000,Coconino County,2031159
2001,Coconino County,2139065
2002,Coconino County,2278628
2003,Coconino County,2467259
2004,Coconino County,2780740
2005,Coconino County,3449823
2006,Coconino County,4263352
2007,Coconino County,4350633
2008,Coconino County,3954126
2009,Coconino County,3570057
2010,Coconino County,3323961
2011,Coconino County,2891089
2012,Coconino County,2861898
2013,Coconino County,3149468
2014,Coconino County,3360888
2015,Coconino County,3472637
2016,Coconino County,3668091
2017,Coconino County,3912612
2018,Coconino County,4114964
2019,Coconino County,4283353
2020,Coconino County,1098028
1996,Cocke County,548647
1997,Cocke County,578143
1998,Cocke County,636794
1999,Cocke County,653546
2000,Cocke County,681220
2001,Cocke County,712995
2002,Cocke County,724010
2003,Cocke County,745094
2004,Cocke County,782403
2005,Cocke County,836997
2006,Cocke County,918473
2007,Cocke County,969555
2008,Cocke County,991994
2009,Cocke County,978824
2010,Cocke County,950781
2011,Cocke County,927624
2012,Cocke County,936730
2013,Cocke County,956004
2014,Cocke County,988037
2015,Cocke County,1017757
2016,Cocke County,1067629
2017,Cocke County,1130765
2018,Cocke County,1209052
2019,Cocke County,1269291
2020,Cocke County,330718
1996,Cochise County,
1997,Cochise County,
1998,Cochise County,
1999,Cochise County,
2000,Cochise County,
2001,Cochise County,
2002,Cochise County,
2003,Cochise County,
2004,Cochise County,
2005,Cochise County,
2006,Cochise County,
2007,Cochise County,
2008,Cochise County,
2009,Cochise County,
2010,Cochise County,
2011,Cochise County,
2012,Cochise County,
2013,Cochise County,
2014,Cochise County,
2015,Cochise County,1176066
2016,Cochise County,1586804
2017,Cochise County,1650224
2018,Cochise County,1719322
2019,Cochise County,1844068
2020,Cochise County,484522
1996,Cobb County,1644346
1997,Cobb County,1707470
1998,Cobb County,1804580
1999,Cobb County,1919667
2000,Cobb County,2063599
2001,Cobb County,2201063
2002,Cobb County,2301667
2003,Cobb County,2355913
2004,Cobb County,2427439
2005,Cobb County,2518874
2006,Cobb County,2621705
2007,Cobb County,2656119
2008,Cobb County,2553551
2009,Cobb County,2369910
2010,Cobb County,2220128
2011,Cobb County,1974398
2012,Cobb County,1991018
2013,Cobb County,2179775
2014,Cobb County,2403648
2015,Cobb County,2541156
2016,Cobb County,2707336
2017,Cobb County,2884765
2018,Cobb County,3094468
2019,Cobb County,3241558
2020,Cobb County,831512
1996,Coal County,
1997,Coal County,
1998,Coal County,322379
1999,Coal County,439656
2000,Coal County,448042
2001,Coal County,476737
2002,Coal County,495940
2003,Coal County,515516
2004,Coal County,537702
2005,Coal County,567005
2006,Coal County,585325
2007,Coal County,615117
2008,Coal County,628211
2009,Coal County,631374
2010,Coal County,603250
2011,Coal County,590997
2012,Coal County,616873
2013,Coal County,626560
2014,Coal County,629139
2015,Coal County,661244
2016,Coal County,666640
2017,Coal County,712115
2018,Coal County,746898
2019,Coal County,816494
2020,Coal County,216664
1996,Coahoma County,
1997,Coahoma County,
1998,Coahoma County,
1999,Coahoma County,
2000,Coahoma County,
2001,Coahoma County,
2002,Coahoma County,
2003,Coahoma County,
2004,Coahoma County,
2005,Coahoma County,
2006,Coahoma County,
2007,Coahoma County,
2008,Coahoma County,716677
2009,Coahoma County,702616
2010,Coahoma County,669990
2011,Coahoma County,611752
2012,Coahoma County,593477
2013,Coahoma County,595223
2014,Coahoma County,613575
2015,Coahoma County,632059
2016,Coahoma County,641171
2017,Coahoma County,669044
2018,Coahoma County,690821
2019,Coahoma County,719102
2020,Coahoma County,183628
1996,Clinton County,2808373
1997,Clinton County,3101495
1998,Clinton County,3290679
1999,Clinton County,4076644
2000,Clinton County,4801944
2001,Clinton County,5081139
2002,Clinton County,5321314
2003,Clinton County,5529941
2004,Clinton County,5716959
2005,Clinton County,9009870
2006,Clinton County,10165133
2007,Clinton County,10293422
2008,Clinton County,11900609
2009,Clinton County,11787726
2010,Clinton County,11809339
2011,Clinton County,11616030
2012,Clinton County,11547973
2013,Clinton County,11699311
2014,Clinton County,12123057
2015,Clinton County,12545652
2016,Clinton County,12859562
2017,Clinton County,13449010
2018,Clinton County,14161858
2019,Clinton County,14888424
2020,Clinton County,3820276
1996,Clinch County,
1997,Clinch County,
1998,Clinch County,
1999,Clinch County,
2000,Clinch County,
2001,Clinch County,
2002,Clinch County,
2003,Clinch County,
2004,Clinch County,
2005,Clinch County,580963
2006,Clinch County,612040
2007,Clinch County,623294
2008,Clinch County,648536
2009,Clinch County,643989
2010,Clinch County,607738
2011,Clinch County,579314
2012,Clinch County,579189
2013,Clinch County,607272
2014,Clinch County,646752
2015,Clinch County,698954
2016,Clinch County,746176
2017,Clinch County,798701
2018,Clinch County,854553
2019,Clinch County,904293
2020,Clinch County,228280
1996,Cleveland County,1831883
1997,Cleveland County,1903294
1998,Cleveland County,1982460
1999,Cleveland County,2058118
2000,Cleveland County,2154899
2001,Cleveland County,2249905
2002,Cleveland County,2336581
2003,Cleveland County,2425549
2004,Cleveland County,2532198
2005,Cleveland County,2670938
2006,Cleveland County,2813363
2007,Cleveland County,2921136
2008,Cleveland County,2905098
2009,Cleveland County,2868244
2010,Cleveland County,3039493
2011,Cleveland County,3597394
2012,Cleveland County,3571027
2013,Cleveland County,3642652
2014,Cleveland County,3750543
2015,Cleveland County,3869464
2016,Cleveland County,3928986
2017,Cleveland County,4052226
2018,Cleveland County,4125077
2019,Cleveland County,4303387
2020,Cleveland County,1106293
1996,Clermont County,1441322
1997,Clermont County,1490435
1998,Clermont County,1545655
1999,Clermont County,1611884
2000,Clermont County,1684933
2001,Clermont County,1754294
2002,Clermont County,1812787
2003,Clermont County,1874068
2004,Clermont County,1934432
2005,Clermont County,1994735
2006,Clermont County,2060087
2007,Clermont County,2052620
2008,Clermont County,1971712
2009,Clermont County,1908883
2010,Clermont County,1857904
2011,Clermont County,1887245
2012,Clermont County,1831469
2013,Clermont County,1782319
2014,Clermont County,1766406
2015,Clermont County,1841368
2016,Clermont County,1902669
2017,Clermont County,2067347
2018,Clermont County,2172781
2019,Clermont County,2298629
2020,Clermont County,588300
1996,Cleburne County,959352
1997,Cleburne County,1002034
1998,Cleburne County,1702955
1999,Cleburne County,1937892
2000,Cleburne County,2034411
2001,Cleburne County,2187206
2002,Cleburne County,2272963
2003,Cleburne County,2360353
2004,Cleburne County,2483128
2005,Cleburne County,2675902
2006,Cleburne County,2873000
2007,Cleburne County,2977428
2008,Cleburne County,3006030
2009,Cleburne County,2912885
2010,Cleburne County,2838860
2011,Cleburne County,2789952
2012,Cleburne County,2716660
2013,Cleburne County,2697541
2014,Cleburne County,2708519
2015,Cleburne County,2733185
2016,Cleburne County,2812025
2017,Cleburne County,2922724
2018,Cleburne County,3038863
2019,Cleburne County,3154225
2020,Cleburne County,800378
1996,Clearwater County,
1997,Clearwater County,
1998,Clearwater County,
1999,Clearwater County,
2000,Clearwater County,
2001,Clearwater County,
2002,Clearwater County,
2003,Clearwater County,
2004,Clearwater County,
2005,Clearwater County,1070341
2006,Clearwater County,1555380
2007,Clearwater County,1625630
2008,Clearwater County,2770617
2009,Clearwater County,2619526
2010,Clearwater County,2458295
2011,Clearwater County,2369666
2012,Clearwater County,2410431
2013,Clearwater County,2557406
2014,Clearwater County,2731433
2015,Clearwater County,2881583
2016,Clearwater County,3089959
2017,Clearwater County,3359233
2018,Clearwater County,3624605
2019,Clearwater County,3856902
2020,Clearwater County,989630
1996,Clearfield County,566741
1997,Clearfield County,579459
1998,Clearfield County,602765
1999,Clearfield County,612157
2000,Clearfield County,628755
2001,Clearfield County,693605
2002,Clearfield County,717429
2003,Clearfield County,752118
2004,Clearfield County,799427
2005,Clearfield County,895497
2006,Clearfield County,949415
2007,Clearfield County,975625
2008,Clearfield County,973240
2009,Clearfield County,960768
2010,Clearfield County,945969
2011,Clearfield County,931405
2012,Clearfield County,940191
2013,Clearfield County,952356
2014,Clearfield County,978419
2015,Clearfield County,1013004
2016,Clearfield County,1059244
2017,Clearfield County,1099183
2018,Clearfield County,1145165
2019,Clearfield County,1187638
2020,Clearfield County,302674
1996,Clear Creek County,
1997,Clear Creek County,
1998,Clear Creek County,
1999,Clear Creek County,
2000,Clear Creek County,
2001,Clear Creek County,
2002,Clear Creek County,
2003,Clear Creek County,
2004,Clear Creek County,
2005,Clear Creek County,2700357
2006,Clear Creek County,2987482
2007,Clear Creek County,3020364
2008,Clear Creek County,3027764
2009,Clear Creek County,2961663
2010,Clear Creek County,2744933
2011,Clear Creek County,2675088
2012,Clear Creek County,2706382
2013,Clear Creek County,2859014
2014,Clear Creek County,3082893
2015,Clear Creek County,3379834
2016,Clear Creek County,3689400
2017,Clear Creek County,4008164
2018,Clear Creek County,4315808
2019,Clear Creek County,4583151
2020,Clear Creek County,1172667
1996,Clayton County,910368
1997,Clayton County,948627
1998,Clayton County,995786
1999,Clayton County,1048862
2000,Clayton County,1124898
2001,Clayton County,1217488
2002,Clayton County,1291195
2003,Clayton County,1340991
2004,Clayton County,1360640
2005,Clayton County,1888757
2006,Clayton County,2425277
2007,Clayton County,2446107
2008,Clayton County,2291730
2009,Clayton County,1998945
2010,Clayton County,1880924
2011,Clayton County,1752536
2012,Clayton County,1776567
2013,Clayton County,1931204
2014,Clayton County,2148216
2015,Clayton County,2276643
2016,Clayton County,2395394
2017,Clayton County,2606566
2018,Clayton County,2897282
2019,Clayton County,3146585
2020,Clayton County,813766
1996,Clay County,3319807
1997,Clay County,4771261
1998,Clay County,4875047
1999,Clay County,5427483
2000,Clay County,5688201
2001,Clay County,6039439
2002,Clay County,6326545
2003,Clay County,6599085
2004,Clay County,6987379
2005,Clay County,11200206
2006,Clay County,12503750
2007,Clay County,13878060
2008,Clay County,15309026
2009,Clay County,15078622
2010,Clay County,15046161
2011,Clay County,14870870
2012,Clay County,15362879
2013,Clay County,17114982
2014,Clay County,19438232
2015,Clay County,20438517
2016,Clay County,22136078
2017,Clay County,23439925
2018,Clay County,24725304
2019,Clay County,25986981
2020,Clay County,6639801
1996,Clatsop County,
1997,Clatsop County,
1998,Clatsop County,
1999,Clatsop County,295793
2000,Clatsop County,1830550
2001,Clatsop County,1887274
2002,Clatsop County,1954130
2003,Clatsop County,2047157
2004,Clatsop County,2250954
2005,Clatsop County,2664915
2006,Clatsop County,3135709
2007,Clatsop County,3344945
2008,Clatsop County,3256094
2009,Clatsop County,2978229
2010,Clatsop County,2772930
2011,Clatsop County,2607426
2012,Clatsop County,2595145
2013,Clatsop County,2744692
2014,Clatsop County,2930471
2015,Clatsop County,3150606
2016,Clatsop County,3416027
2017,Clatsop County,3636611
2018,Clatsop County,3793404
2019,Clatsop County,3964064
2020,Clatsop County,1016727
1996,Clarke County,2838136
1997,Clarke County,2926643
1998,Clarke County,3114073
1999,Clarke County,3306495
2000,Clarke County,3575047
2001,Clarke County,3881029
2002,Clarke County,4217549
2003,Clarke County,4555258
2004,Clarke County,5103036
2005,Clarke County,6524289
2006,Clarke County,7676151
2007,Clarke County,7771187
2008,Clarke County,7591149
2009,Clarke County,7176647
2010,Clarke County,6941338
2011,Clarke County,6662694
2012,Clarke County,6347024
2013,Clarke County,6444761
2014,Clarke County,6562210
2015,Clarke County,6801998
2016,Clarke County,7748419
2017,Clarke County,8125217
2018,Clarke County,8621971
2019,Clarke County,9160768
2020,Clarke County,2359450
1996,Clark County,6193452
1997,Clark County,6562006
1998,Clark County,7869248
1999,Clark County,8120684
2000,Clark County,8461035
2001,Clark County,8818890
2002,Clark County,9149351
2003,Clark County,9537678
2004,Clark County,10545400
2005,Clark County,12584352
2006,Clark County,13707642
2007,Clark County,13683691
2008,Clark County,13374557
2009,Clark County,11984946
2010,Clark County,11426401
2011,Clark County,10746848
2012,Clark County,10730076
2013,Clark County,11511364
2014,Clark County,12280256
2015,Clark County,12772196
2016,Clark County,13576687
2017,Clark County,14538455
2018,Clark County,15793626
2019,Clark County,16530502
2020,Clark County,4240651
1996,Clarion County,
1997,Clarion County,
1998,Clarion County,
1999,Clarion County,
2000,Clarion County,
2001,Clarion County,
2002,Clarion County,
2003,Clarion County,
2004,Clarion County,
2005,Clarion County,
2006,Clarion County,
2007,Clarion County,
2008,Clarion County,958820
2009,Clarion County,957482
2010,Clarion County,898357
2011,Clarion County,867578
2012,Clarion County,878598
2013,Clarion County,903491
2014,Clarion County,933464
2015,Clarion County,960441
2016,Clarion County,984574
2017,Clarion County,1028247
2018,Clarion County,1069523
2019,Clarion County,1115193
2020,Clarion County,287075
1996,Clarendon County,795861
1997,Clarendon County,813432
1998,Clarendon County,885226
1999,Clarendon County,962611
2000,Clarendon County,1025075
2001,Clarendon County,1071987
2002,Clarendon County,1112917
2003,Clarendon County,1165276
2004,Clarendon County,1229507
2005,Clarendon County,1253325
2006,Clarendon County,1342023
2007,Clarendon County,1414055
2008,Clarendon County,1423010
2009,Clarendon County,1367820
2010,Clarendon County,1286938
2011,Clarendon County,1221394
2012,Clarendon County,1177114
2013,Clarendon County,1182325
2014,Clarendon County,1208623
2015,Clarendon County,1267163
2016,Clarendon County,1291824
2017,Clarendon County,1322823
2018,Clarendon County,1381996
2019,Clarendon County,1423005
2020,Clarendon County,357008
1996,Clare County,
1997,Clare County,
1998,Clare County,
1999,Clare County,
2000,Clare County,
2001,Clare County,
2002,Clare County,
2003,Clare County,
2004,Clare County,
2005,Clare County,
2006,Clare County,
2007,Clare County,
2008,Clare County,689163
2009,Clare County,660993
2010,Clare County,634367
2011,Clare County,632724
2012,Clare County,647889
2013,Clare County,689586
2014,Clare County,724819
2015,Clare County,743817
2016,Clare County,769820
2017,Clare County,793372
2018,Clare County,858258
2019,Clare County,915583
2020,Clare County,235276
1996,Clallam County,
1997,Clallam County,
1998,Clallam County,
1999,Clallam County,
2000,Clallam County,
2001,Clallam County,
2002,Clallam County,
2003,Clallam County,442708
2004,Clallam County,2008528
2005,Clallam County,2378988
2006,Clallam County,2824102
2007,Clallam County,2940506
2008,Clallam County,2874399
2009,Clallam County,2610223
2010,Clallam County,2431043
2011,Clallam County,2269634
2012,Clallam County,2237304
2013,Clallam County,2330484
2014,Clallam County,2459415
2015,Clallam County,2618394
2016,Clallam County,2841486
2017,Clallam County,3127323
2018,Clallam County,3401909
2019,Clallam County,3664735
2020,Clallam County,943173
1996,Claiborne Parish,
1997,Claiborne Parish,
1998,Claiborne Parish,
1999,Claiborne Parish,
2000,Claiborne Parish,
2001,Claiborne Parish,
2002,Claiborne Parish,
2003,Claiborne Parish,
2004,Claiborne Parish,
2005,Claiborne Parish,675311
2006,Claiborne Parish,1067178
2007,Claiborne Parish,1145196
2008,Claiborne Parish,1140304
2009,Claiborne Parish,1156023
2010,Claiborne Parish,1176039
2011,Claiborne Parish,1121540
2012,Claiborne Parish,1107302
2013,Claiborne Parish,1120887
2014,Claiborne Parish,1117306
2015,Claiborne Parish,1151659
2016,Claiborne Parish,1202656
2017,Claiborne Parish,1212811
2018,Claiborne Parish,1240837
2019,Claiborne Parish,1261633
2020,Claiborne Parish,319679
1996,Claiborne County,
1997,Claiborne County,
1998,Claiborne County,
1999,Claiborne County,
2000,Claiborne County,
2001,Claiborne County,
2002,Claiborne County,
2003,Claiborne County,
2004,Claiborne County,
2005,Claiborne County,
2006,Claiborne County,
2007,Claiborne County,
2008,Claiborne County,
2009,Claiborne County,
2010,Claiborne County,
2011,Claiborne County,
2012,Claiborne County,
2013,Claiborne County,
2014,Claiborne County,
2015,Claiborne County,1087110
2016,Claiborne County,1180398
2017,Claiborne County,1452949
2018,Claiborne County,1905786
2019,Claiborne County,1974371
2020,Claiborne County,508113
1996,Clackamas County,2170814
1997,Clackamas County,2324928
1998,Clackamas County,2434767
1999,Clackamas County,2491869
2000,Clackamas County,2562650
2001,Clackamas County,2616508
2002,Clackamas County,2704537
2003,Clackamas County,2842089
2004,Clackamas County,3099384
2005,Clackamas County,3560251
2006,Clackamas County,4217640
2007,Clackamas County,4513197
2008,Clackamas County,4286319
2009,Clackamas County,3786836
2010,Clackamas County,3571525
2011,Clackamas County,3243761
2012,Clackamas County,3154403
2013,Clackamas County,3548335
2014,Clackamas County,3866080
2015,Clackamas County,4154354
2016,Clackamas County,4612438
2017,Clackamas County,4997404
2018,Clackamas County,5325964
2019,Clackamas County,5434744
2020,Clackamas County,1377713
1996,Citrus County,978326
1997,Citrus County,982484
1998,Citrus County,1012683
1999,Citrus County,1039988
2000,Citrus County,1093804
2001,Citrus County,1170907
2002,Citrus County,1229078
2003,Citrus County,1313117
2004,Citrus County,1457852
2005,Citrus County,1794497
2006,Citrus County,2189604
2007,Citrus County,2125801
2008,Citrus County,1833131
2009,Citrus County,1569929
2010,Citrus County,1442625
2011,Citrus County,1284711
2012,Citrus County,1212777
2013,Citrus County,1254634
2014,Citrus County,1275519
2015,Citrus County,1382100
2016,Citrus County,1490027
2017,Citrus County,1658131
2018,Citrus County,1820006
2019,Citrus County,1909393
2020,Citrus County,491998
1996,Cibola County,
1997,Cibola County,
1998,Cibola County,
1999,Cibola County,
2000,Cibola County,
2001,Cibola County,
2002,Cibola County,
2003,Cibola County,
2004,Cibola County,
2005,Cibola County,342657
2006,Cibola County,923153
2007,Cibola County,955174
2008,Cibola County,958752
2009,Cibola County,919697
2010,Cibola County,892563
2011,Cibola County,846349
2012,Cibola County,850298
2013,Cibola County,878729
2014,Cibola County,918994
2015,Cibola County,927448
2016,Cibola County,954271
2017,Cibola County,969838
2018,Cibola County,990454
2019,Cibola County,1019995
2020,Cibola County,265095
1996,Churchill County,
1997,Churchill County,
1998,Churchill County,
1999,Churchill County,
2000,Churchill County,
2001,Churchill County,
2002,Churchill County,
2003,Churchill County,
2004,Churchill County,
2005,Churchill County,2001890
2006,Churchill County,2671159
2007,Churchill County,2546036
2008,Churchill County,2059765
2009,Churchill County,1648881
2010,Churchill County,1429609
2011,Churchill County,1267204
2012,Churchill County,1269724
2013,Churchill County,1496329
2014,Churchill County,1743969
2015,Churchill County,1955013
2016,Churchill County,2164690
2017,Churchill County,2394378
2018,Churchill County,2718617
2019,Churchill County,2903462
2020,Churchill County,739745
1996,Christian County,682676
1997,Christian County,706879
1998,Christian County,742115
1999,Christian County,766821
2000,Christian County,801110
2001,Christian County,835977
2002,Christian County,857873
2003,Christian County,883901
2004,Christian County,919658
2005,Christian County,3079273
2006,Christian County,3610485
2007,Christian County,3707544
2008,Christian County,3648619
2009,Christian County,3476821
2010,Christian County,3407371
2011,Christian County,3318462
2012,Christian County,3356713
2013,Christian County,3498322
2014,Christian County,3606601
2015,Christian County,3720251
2016,Christian County,3848794
2017,Christian County,4021654
2018,Christian County,4219056
2019,Christian County,4431090
2020,Christian County,1135096
1996,Chowan County,
1997,Chowan County,
1998,Chowan County,
1999,Chowan County,
2000,Chowan County,
2001,Chowan County,
2002,Chowan County,
2003,Chowan County,
2004,Chowan County,
2005,Chowan County,
2006,Chowan County,
2007,Chowan County,
2008,Chowan County,
2009,Chowan County,
2010,Chowan County,
2011,Chowan County,
2012,Chowan County,
2013,Chowan County,1207327
2014,Chowan County,1260823
2015,Chowan County,1358504
2016,Chowan County,1436199
2017,Chowan County,1504523
2018,Chowan County,1587218
2019,Chowan County,1644972
2020,Chowan County,418837
1996,Chouteau County,
1997,Chouteau County,
1998,Chouteau County,
1999,Chouteau County,
2000,Chouteau County,
2001,Chouteau County,
2002,Chouteau County,
2003,Chouteau County,
2004,Chouteau County,
2005,Chouteau County,
2006,Chouteau County,
2007,Chouteau County,
2008,Chouteau County,
2009,Chouteau County,
2010,Chouteau County,
2011,Chouteau County,
2012,Chouteau County,
2013,Chouteau County,
2014,Chouteau County,
2015,Chouteau County,
2016,Chouteau County,362571
2017,Chouteau County,1527586
2018,Chouteau County,1610414
2019,Chouteau County,1709018
2020,Chouteau County,440782
1996,Choctaw County,348067
1997,Choctaw County,351462
1998,Choctaw County,385884
1999,Choctaw County,441590
2000,Choctaw County,464555
2001,Choctaw County,494659
2002,Choctaw County,510832
2003,Choctaw County,525577
2004,Choctaw County,545476
2005,Choctaw County,578523
2006,Choctaw County,605284
2007,Choctaw County,635664
2008,Choctaw County,662327
2009,Choctaw County,656219
2010,Choctaw County,684856
2011,Choctaw County,677486
2012,Choctaw County,684948
2013,Choctaw County,716800
2014,Choctaw County,711380
2015,Choctaw County,727176
2016,Choctaw County,1027560
2017,Choctaw County,1843729
2018,Choctaw County,1903827
2019,Choctaw County,1964805
2020,Choctaw County,503629
1996,Chittenden County,1509429
1997,Chittenden County,1561868
1998,Chittenden County,1569414
1999,Chittenden County,1644295
2000,Chittenden County,1798827
2001,Chittenden County,1959278
2002,Chittenden County,2170175
2003,Chittenden County,2346823
2004,Chittenden County,2620203
2005,Chittenden County,2951038
2006,Chittenden County,3180309
2007,Chittenden County,3169602
2008,Chittenden County,3176036
2009,Chittenden County,3153298
2010,Chittenden County,3127356
2011,Chittenden County,3215106
2012,Chittenden County,3175167
2013,Chittenden County,3252925
2014,Chittenden County,3330342
2015,Chittenden County,3396233
2016,Chittenden County,3448122
2017,Chittenden County,3693451
2018,Chittenden County,3810064
2019,Chittenden County,3929966
2020,Chittenden County,1005512
1996,Chisago County,1124342
1997,Chisago County,1165160
1998,Chisago County,1234982
1999,Chisago County,1367179
2000,Chisago County,1526160
2001,Chisago County,1699865
2002,Chisago County,1863715
2003,Chisago County,2017911
2004,Chisago County,2231701
2005,Chisago County,2382205
2006,Chisago County,2497568
2007,Chisago County,2480244
2008,Chisago County,2103277
2009,Chisago County,1893449
2010,Chisago County,2035728
2011,Chisago County,1895208
2012,Chisago County,1970452
2013,Chisago County,2109601
