Year,Region Name,Median Price
2003,Saint Louis County,3202120
2004,Saint Louis County,3479558
2005,Saint Louis County,3711933
2006,Saint Louis County,3899282
2007,Saint Louis County,3935199
2008,Saint Louis County,3865956
2009,Saint Louis County,3750517
2010,Saint Louis County,3642668
2011,Saint Louis County,3418290
2012,Saint Louis County,3287564
2013,Saint Louis County,3382982
2014,Saint Louis County,3518294
2015,Saint Louis County,3591696
2016,Saint Louis County,3720966
2017,Saint Louis County,4004580
2018,Saint Louis County,4162107
2019,Saint Louis County,4336649
2020,Saint Louis County,1108787
1996,Saint Louis City,826832
1997,Saint Louis City,830054
1998,Saint Louis City,870946
1999,Saint Louis City,933872
2000,Saint Louis City,1006249
2001,Saint Louis City,1107932
2002,Saint Louis City,1209696
2003,Saint Louis City,1341569
2004,Saint Louis City,1451822
2005,Saint Louis City,1577158
2006,Saint Louis City,1682880
2007,Saint Louis City,1712005
2008,Saint Louis City,1701321
2009,Saint Louis City,1577340
2010,Saint Louis City,1540396
2011,Saint Louis City,1323943
2012,Saint Louis City,1244255
2013,Saint Louis City,1211889
2014,Saint Louis City,1156113
2015,Saint Louis City,1247209
2016,Saint Louis City,1287842
2017,Saint Louis City,1357598
2018,Saint Louis City,1469668
2019,Saint Louis City,1517237
2020,Saint Louis City,390561
1996,Saint Lawrence County,556742
1997,Saint Lawrence County,569204
1998,Saint Lawrence County,573535
1999,Saint Lawrence County,590522
2000,Saint Lawrence County,638330
2001,Saint Lawrence County,672818
2002,Saint Lawrence County,737197
2003,Saint Lawrence County,796565
2004,Saint Lawrence County,850129
2005,Saint Lawrence County,885598
2006,Saint Lawrence County,953235
2007,Saint Lawrence County,1004848
2008,Saint Lawrence County,993365
2009,Saint Lawrence County,931838
2010,Saint Lawrence County,904793
2011,Saint Lawrence County,914459
2012,Saint Lawrence County,924144
2013,Saint Lawrence County,908710
2014,Saint Lawrence County,940003
2015,Saint Lawrence County,921283
2016,Saint Lawrence County,910385
2017,Saint Lawrence County,919541
2018,Saint Lawrence County,915613
2019,Saint Lawrence County,983128
2020,Saint Lawrence County,254425
1996,Saint Landry Parish,
1997,Saint Landry Parish,
1998,Saint Landry Parish,
1999,Saint Landry Parish,
2000,Saint Landry Parish,
2001,Saint Landry Parish,
2002,Saint Landry Parish,
2003,Saint Landry Parish,
2004,Saint Landry Parish,
2005,Saint Landry Parish,900394
2006,Saint Landry Parish,1001582
2007,Saint Landry Parish,1091800
2008,Saint Landry Parish,1125982
2009,Saint Landry Parish,1139278
2010,Saint Landry Parish,1128006
2011,Saint Landry Parish,1158479
2012,Saint Landry Parish,1215852
2013,Saint Landry Parish,1231296
2014,Saint Landry Parish,1301454
2015,Saint Landry Parish,1366550
2016,Saint Landry Parish,1382944
2017,Saint Landry Parish,1390758
2018,Saint Landry Parish,1383703
2019,Saint Landry Parish,1429074
2020,Saint Landry Parish,360837
1996,Saint Joseph County,715102
1997,Saint Joseph County,769010
1998,Saint Joseph County,821837
1999,Saint Joseph County,897639
2000,Saint Joseph County,962728
2001,Saint Joseph County,1009670
2002,Saint Joseph County,1033221
2003,Saint Joseph County,1525005
2004,Saint Joseph County,2285007
2005,Saint Joseph County,2498530
2006,Saint Joseph County,2577598
2007,Saint Joseph County,2610980
2008,Saint Joseph County,2549087
2009,Saint Joseph County,2377170
2010,Saint Joseph County,2277188
2011,Saint Joseph County,2190498
2012,Saint Joseph County,2152060
2013,Saint Joseph County,2246098
2014,Saint Joseph County,2357938
2015,Saint Joseph County,2460796
2016,Saint Joseph County,2587101
2017,Saint Joseph County,2752628
2018,Saint Joseph County,2935459
2019,Saint Joseph County,3106191
2020,Saint Joseph County,809613
1996,Saint Johns County,1580222
1997,Saint Johns County,1682368
1998,Saint Johns County,1800816
1999,Saint Johns County,1932363
2000,Saint Johns County,2139403
2001,Saint Johns County,2343695
2002,Saint Johns County,2529459
2003,Saint Johns County,2747228
2004,Saint Johns County,3113782
2005,Saint Johns County,3681365
2006,Saint Johns County,4326474
2007,Saint Johns County,4315248
2008,Saint Johns County,3704814
2009,Saint Johns County,3171182
2010,Saint Johns County,2971031
2011,Saint Johns County,2720983
2012,Saint Johns County,2704756
2013,Saint Johns County,2901433
2014,Saint Johns County,3169882
2015,Saint Johns County,3302184
2016,Saint Johns County,3469527
2017,Saint Johns County,3619042
2018,Saint Johns County,3783810
2019,Saint Johns County,3892357
2020,Saint Johns County,988527
1996,Saint John the Baptist Parish,
1997,Saint John the Baptist Parish,
1998,Saint John the Baptist Parish,
1999,Saint John the Baptist Parish,
2000,Saint John the Baptist Parish,
2001,Saint John the Baptist Parish,
2002,Saint John the Baptist Parish,
2003,Saint John the Baptist Parish,
2004,Saint John the Baptist Parish,
2005,Saint John the Baptist Parish,
2006,Saint John the Baptist Parish,
2007,Saint John the Baptist Parish,
2008,Saint John the Baptist Parish,1828198
2009,Saint John the Baptist Parish,1810181
2010,Saint John the Baptist Parish,1785875
2011,Saint John the Baptist Parish,1725018
2012,Saint John the Baptist Parish,1691667
2013,Saint John the Baptist Parish,1677326
2014,Saint John the Baptist Parish,1656941
2015,Saint John the Baptist Parish,1641560
2016,Saint John the Baptist Parish,1671563
2017,Saint John the Baptist Parish,1679874
2018,Saint John the Baptist Parish,1702284
2019,Saint John the Baptist Parish,1765117
2020,Saint John the Baptist Parish,447928
1996,Saint James Parish,
1997,Saint James Parish,
1998,Saint James Parish,
1999,Saint James Parish,
2000,Saint James Parish,
2001,Saint James Parish,
2002,Saint James Parish,
2003,Saint James Parish,
2004,Saint James Parish,
2005,Saint James Parish,
2006,Saint James Parish,
2007,Saint James Parish,
2008,Saint James Parish,1306252
2009,Saint James Parish,1278861
2010,Saint James Parish,1294247
2011,Saint James Parish,1281780
2012,Saint James Parish,1299435
2013,Saint James Parish,1299230
2014,Saint James Parish,1311900
2015,Saint James Parish,1338347
2016,Saint James Parish,1336903
2017,Saint James Parish,1385914
2018,Saint James Parish,1410437
2019,Saint James Parish,1427214
2020,Saint James Parish,372072
1996,Saint Helena Parish,
1997,Saint Helena Parish,
1998,Saint Helena Parish,
1999,Saint Helena Parish,
2000,Saint Helena Parish,
2001,Saint Helena Parish,
2002,Saint Helena Parish,
2003,Saint Helena Parish,
2004,Saint Helena Parish,
2005,Saint Helena Parish,
2006,Saint Helena Parish,
2007,Saint Helena Parish,102337
2008,Saint Helena Parish,1210222
2009,Saint Helena Parish,1249658
2010,Saint Helena Parish,1260956
2011,Saint Helena Parish,1257181
2012,Saint Helena Parish,1307261
2013,Saint Helena Parish,1325687
2014,Saint Helena Parish,1363558
2015,Saint Helena Parish,1427578
2016,Saint Helena Parish,1454342
2017,Saint Helena Parish,1485210
2018,Saint Helena Parish,1482688
2019,Saint Helena Parish,1624125
2020,Saint Helena Parish,424594
1996,Saint Francois County,
1997,Saint Francois County,
1998,Saint Francois County,
1999,Saint Francois County,
2000,Saint Francois County,
2001,Saint Francois County,
2002,Saint Francois County,
2003,Saint Francois County,
2004,Saint Francois County,
2005,Saint Francois County,
2006,Saint Francois County,
2007,Saint Francois County,973508
2008,Saint Francois County,1280469
2009,Saint Francois County,1197940
2010,Saint Francois County,1108154
2011,Saint Francois County,1043411
2012,Saint Francois County,1020767
2013,Saint Francois County,1030319
2014,Saint Francois County,1061713
2015,Saint Francois County,1094965
2016,Saint Francois County,1143530
2017,Saint Francois County,1219054
2018,Saint Francois County,1309198
2019,Saint Francois County,1385532
2020,Saint Francois County,349896
1996,Saint Francis County,497920
1997,Saint Francis County,520579
1998,Saint Francis County,525645
1999,Saint Francis County,512621
2000,Saint Francis County,524761
2001,Saint Francis County,544517
2002,Saint Francis County,551980
2003,Saint Francis County,571527
2004,Saint Francis County,598026
2005,Saint Francis County,633166
2006,Saint Francis County,666755
2007,Saint Francis County,679674
2008,Saint Francis County,669242
2009,Saint Francis County,648497
2010,Saint Francis County,624841
2011,Saint Francis County,607993
2012,Saint Francis County,604179
2013,Saint Francis County,598453
2014,Saint Francis County,599384
2015,Saint Francis County,601865
2016,Saint Francis County,599492
2017,Saint Francis County,602207
2018,Saint Francis County,612337
2019,Saint Francis County,649121
2020,Saint Francis County,165191
1996,Saint Croix County,
1997,Saint Croix County,516818
1998,Saint Croix County,1291636
1999,Saint Croix County,1447737
2000,Saint Croix County,1577255
2001,Saint Croix County,1699082
2002,Saint Croix County,1839602
2003,Saint Croix County,1970233
2004,Saint Croix County,2154841
2005,Saint Croix County,2290724
2006,Saint Croix County,2349838
2007,Saint Croix County,2350660
2008,Saint Croix County,2427003
2009,Saint Croix County,2400188
2010,Saint Croix County,2326433
2011,Saint Croix County,2073135
2012,Saint Croix County,2050661
2013,Saint Croix County,2289575
2014,Saint Croix County,2448379
2015,Saint Croix County,2567423
2016,Saint Croix County,2697517
2017,Saint Croix County,2835704
2018,Saint Croix County,3068809
2019,Saint Croix County,3224986
2020,Saint Croix County,828376
1996,Saint Clair County,1181886
1997,Saint Clair County,1257907
1998,Saint Clair County,1340915
1999,Saint Clair County,1711324
2000,Saint Clair County,2626850
2001,Saint Clair County,2736770
2002,Saint Clair County,2861204
2003,Saint Clair County,2967729
2004,Saint Clair County,3132526
2005,Saint Clair County,5662123
2006,Saint Clair County,6387314
2007,Saint Clair County,6436411
2008,Saint Clair County,6179963
2009,Saint Clair County,5806495
2010,Saint Clair County,5502786
2011,Saint Clair County,5182733
2012,Saint Clair County,5028432
2013,Saint Clair County,5134812
2014,Saint Clair County,5320652
2015,Saint Clair County,5626492
2016,Saint Clair County,5850981
2017,Saint Clair County,6133684
2018,Saint Clair County,6491664
2019,Saint Clair County,6820334
2020,Saint Clair County,1752496
1996,Saint Charles Parish,1190588
1997,Saint Charles Parish,1249670
1998,Saint Charles Parish,1274639
1999,Saint Charles Parish,1294495
2000,Saint Charles Parish,1351084
2001,Saint Charles Parish,1427726
2002,Saint Charles Parish,1483073
2003,Saint Charles Parish,1553388
2004,Saint Charles Parish,1640593
2005,Saint Charles Parish,1767550
2006,Saint Charles Parish,1977196
2007,Saint Charles Parish,2080577
2008,Saint Charles Parish,2063231
2009,Saint Charles Parish,2022062
2010,Saint Charles Parish,1958815
2011,Saint Charles Parish,1934434
2012,Saint Charles Parish,1957678
2013,Saint Charles Parish,1965951
2014,Saint Charles Parish,1998254
2015,Saint Charles Parish,2062328
2016,Saint Charles Parish,2107705
2017,Saint Charles Parish,2136881
2018,Saint Charles Parish,2158388
2019,Saint Charles Parish,2211995
2020,Saint Charles Parish,561305
1996,Saint Charles County,
1997,Saint Charles County,1571247
1998,Saint Charles County,1638135
1999,Saint Charles County,1724943
2000,Saint Charles County,1814538
2001,Saint Charles County,1905483
2002,Saint Charles County,2022774
2003,Saint Charles County,2154279
2004,Saint Charles County,2253465
2005,Saint Charles County,2361734
2006,Saint Charles County,2476893
2007,Saint Charles County,2514311
2008,Saint Charles County,2460267
2009,Saint Charles County,2333756
2010,Saint Charles County,2285315
2011,Saint Charles County,2144383
2012,Saint Charles County,2110940
2013,Saint Charles County,2186334
2014,Saint Charles County,2272144
2015,Saint Charles County,2345711
2016,Saint Charles County,2481453
2017,Saint Charles County,2610222
2018,Saint Charles County,2722173
2019,Saint Charles County,2849329
2020,Saint Charles County,729289
1996,Saint Bernard Parish,947435
1997,Saint Bernard Parish,974507
1998,Saint Bernard Parish,1022501
1999,Saint Bernard Parish,1044090
2000,Saint Bernard Parish,1055810
2001,Saint Bernard Parish,1091897
2002,Saint Bernard Parish,1133903
2003,Saint Bernard Parish,1156238
2004,Saint Bernard Parish,1227033
2005,Saint Bernard Parish,1362782
2006,Saint Bernard Parish,1445344
2007,Saint Bernard Parish,1459716
2008,Saint Bernard Parish,1452647
2009,Saint Bernard Parish,1450272
2010,Saint Bernard Parish,1422975
2011,Saint Bernard Parish,1372770
2012,Saint Bernard Parish,1374634
2013,Saint Bernard Parish,1388641
2014,Saint Bernard Parish,1446000
2015,Saint Bernard Parish,1531756
2016,Saint Bernard Parish,1602928
2017,Saint Bernard Parish,1624382
2018,Saint Bernard Parish,1661413
2019,Saint Bernard Parish,1724995
2020,Saint Bernard Parish,447643
1996,Saguache County,
1997,Saguache County,
1998,Saguache County,
1999,Saguache County,146267
2000,Saguache County,935199
2001,Saguache County,1050462
2002,Saguache County,1104260
2003,Saguache County,1129360
2004,Saguache County,1144585
2005,Saguache County,1175368
2006,Saguache County,1226193
2007,Saguache County,1255232
2008,Saguache County,1272341
2009,Saguache County,1252594
2010,Saguache County,1221037
2011,Saguache County,1205126
2012,Saguache County,1222453
2013,Saguache County,1302135
2014,Saguache County,1447629
2015,Saguache County,1533091
2016,Saguache County,1693237
2017,Saguache County,1780137
2018,Saguache County,1897410
2019,Saguache County,1988174
2020,Saguache County,509958
1996,Saginaw County,836479
1997,Saginaw County,897508
1998,Saginaw County,937434
1999,Saginaw County,1010799
2000,Saginaw County,1065679
2001,Saginaw County,1109907
2002,Saginaw County,1146956
2003,Saginaw County,1194356
2004,Saginaw County,1239813
2005,Saginaw County,1258470
2006,Saginaw County,1232759
2007,Saginaw County,1143993
2008,Saginaw County,1001571
2009,Saginaw County,897105
2010,Saginaw County,966115
2011,Saginaw County,886821
2012,Saginaw County,848124
2013,Saginaw County,893021
2014,Saginaw County,894409
2015,Saginaw County,889565
2016,Saginaw County,884256
2017,Saginaw County,984582
2018,Saginaw County,1042102
2019,Saginaw County,1118740
2020,Saginaw County,289768
1996,Sagadahoc County,1333684
1997,Sagadahoc County,1360645
1998,Sagadahoc County,1386430
1999,Sagadahoc County,1438588
2000,Sagadahoc County,1581444
2001,Sagadahoc County,1735815
2002,Sagadahoc County,1901641
2003,Sagadahoc County,2083683
2004,Sagadahoc County,2372701
2005,Sagadahoc County,2590670
2006,Sagadahoc County,2419679
2007,Sagadahoc County,2440507
2008,Sagadahoc County,2411717
2009,Sagadahoc County,2342379
2010,Sagadahoc County,2257061
2011,Sagadahoc County,2220407
2012,Sagadahoc County,2184912
2013,Sagadahoc County,2179945
2014,Sagadahoc County,2202106
2015,Sagadahoc County,2261580
2016,Sagadahoc County,2340167
2017,Sagadahoc County,2471499
2018,Sagadahoc County,2606210
2019,Sagadahoc County,2751107
2020,Sagadahoc County,718003
1996,Sacramento County,1520533
1997,Sacramento County,1536804
1998,Sacramento County,1615286
1999,Sacramento County,1713812
2000,Sacramento County,1865615
2001,Sacramento County,2206069
2002,Sacramento County,2545215
2003,Sacramento County,3022033
2004,Sacramento County,3621612
2005,Sacramento County,4455085
2006,Sacramento County,4657091
2007,Sacramento County,4098285
2008,Sacramento County,3297560
2009,Sacramento County,2687542
2010,Sacramento County,2527404
2011,Sacramento County,2293820
2012,Sacramento County,2251400
2013,Sacramento County,2870404
2014,Sacramento County,3285075
2015,Sacramento County,3448758
2016,Sacramento County,3771544
2017,Sacramento County,4131624
2018,Sacramento County,4437406
2019,Sacramento County,4564721
2020,Sacramento County,1194858
1996,Sac County,
1997,Sac County,
1998,Sac County,
1999,Sac County,
2000,Sac County,
2001,Sac County,
2002,Sac County,
2003,Sac County,
2004,Sac County,
2005,Sac County,
2006,Sac County,691519
2007,Sac County,896248
2008,Sac County,921614
2009,Sac County,919012
2010,Sac County,910567
2011,Sac County,918108
2012,Sac County,918501
2013,Sac County,926739
2014,Sac County,955661
2015,Sac County,944165
2016,Sac County,991077
2017,Sac County,1038114
2018,Sac County,1070679
2019,Sac County,1106324
2020,Sac County,281308
1996,Sabine Parish,950823
1997,Sabine Parish,966584
1998,Sabine Parish,1057748
1999,Sabine Parish,1186059
2000,Sabine Parish,1269262
2001,Sabine Parish,1397618
2002,Sabine Parish,1473568
2003,Sabine Parish,1616017
2004,Sabine Parish,1774611
2005,Sabine Parish,1811489
2006,Sabine Parish,1545131
2007,Sabine Parish,1169145
2008,Sabine Parish,996081
2009,Sabine Parish,966216
2010,Sabine Parish,991130
2011,Sabine Parish,1011131
2012,Sabine Parish,998162
2013,Sabine Parish,1017378
2014,Sabine Parish,1073388
2015,Sabine Parish,1146232
2016,Sabine Parish,1160164
2017,Sabine Parish,1207670
2018,Sabine Parish,1254943
2019,Sabine Parish,1305393
2020,Sabine Parish,334776
1996,Sabine County,
1997,Sabine County,
1998,Sabine County,
1999,Sabine County,
2000,Sabine County,
2001,Sabine County,
2002,Sabine County,
2003,Sabine County,
2004,Sabine County,
2005,Sabine County,
2006,Sabine County,
2007,Sabine County,
2008,Sabine County,
2009,Sabine County,
2010,Sabine County,
2011,Sabine County,
2012,Sabine County,
2013,Sabine County,301679
2014,Sabine County,880963
2015,Sabine County,920196
2016,Sabine County,981444
2017,Sabine County,1064316
2018,Sabine County,1144149
2019,Sabine County,1223118
2020,Sabine County,312420
1996,Rutland County,1045374
1997,Rutland County,1042532
1998,Rutland County,1063110
1999,Rutland County,1078002
2000,Rutland County,1126999
2001,Rutland County,1206584
2002,Rutland County,1289217
2003,Rutland County,1392527
2004,Rutland County,1594280
2005,Rutland County,1826632
2006,Rutland County,2034621
2007,Rutland County,2142001
2008,Rutland County,2238164
2009,Rutland County,2194517
2010,Rutland County,2170670
2011,Rutland County,2128808
2012,Rutland County,2111992
2013,Rutland County,2089623
2014,Rutland County,2062146
2015,Rutland County,2054240
2016,Rutland County,2034449
2017,Rutland County,2053235
2018,Rutland County,2110671
2019,Rutland County,2183669
2020,Rutland County,553839
1996,Rutherford County,2184719
1997,Rutherford County,2298708
1998,Rutherford County,2410781
1999,Rutherford County,2513211
2000,Rutherford County,2538367
2001,Rutherford County,2601185
2002,Rutherford County,2642211
2003,Rutherford County,2699594
2004,Rutherford County,2781096
2005,Rutherford County,2936051
2006,Rutherford County,3139953
2007,Rutherford County,3293303
2008,Rutherford County,3302679
2009,Rutherford County,3188987
2010,Rutherford County,3100059
2011,Rutherford County,2951574
2012,Rutherford County,2935887
2013,Rutherford County,3023993
2014,Rutherford County,3125831
2015,Rutherford County,3307472
2016,Rutherford County,3590767
2017,Rutherford County,3917826
2018,Rutherford County,4259397
2019,Rutherford County,4483094
2020,Rutherford County,1152947
1996,Russell County,
1997,Russell County,
1998,Russell County,
1999,Russell County,
2000,Russell County,
2001,Russell County,
2002,Russell County,
2003,Russell County,
2004,Russell County,
2005,Russell County,
2006,Russell County,
2007,Russell County,1271141
2008,Russell County,3496273
2009,Russell County,3821465
2010,Russell County,3790505
2011,Russell County,3666873
2012,Russell County,3677040
2013,Russell County,3693647
2014,Russell County,3775799
2015,Russell County,3866774
2016,Russell County,3934473
2017,Russell County,4050657
2018,Russell County,4156151
2019,Russell County,4309871
2020,Russell County,1087964
1996,Rusk County,
1997,Rusk County,
1998,Rusk County,
1999,Rusk County,
2000,Rusk County,
2001,Rusk County,
2002,Rusk County,
2003,Rusk County,
2004,Rusk County,
2005,Rusk County,1569385
2006,Rusk County,2170761
2007,Rusk County,2277067
2008,Rusk County,2314564
2009,Rusk County,2272726
2010,Rusk County,2229326
2011,Rusk County,2192871
2012,Rusk County,2192186
2013,Rusk County,2213735
2014,Rusk County,2337950
2015,Rusk County,2474079
2016,Rusk County,2611638
2017,Rusk County,2717225
2018,Rusk County,2839443
2019,Rusk County,2938763
2020,Rusk County,746135
1996,Rush County,
1997,Rush County,
1998,Rush County,
1999,Rush County,
2000,Rush County,
2001,Rush County,
2002,Rush County,
2003,Rush County,
2004,Rush County,
2005,Rush County,744827
2006,Rush County,1315256
2007,Rush County,1335222
2008,Rush County,1326814
2009,Rush County,1295577
2010,Rush County,1263396
2011,Rush County,1241009
2012,Rush County,1186502
2013,Rush County,1182662
2014,Rush County,1148306
2015,Rush County,1180029
2016,Rush County,1236271
2017,Rush County,1277314
2018,Rush County,1352963
2019,Rush County,1415322
2020,Rush County,361003
1996,Runnels County,
1997,Runnels County,
1998,Runnels County,
1999,Runnels County,
2000,Runnels County,
2001,Runnels County,
2002,Runnels County,
2003,Runnels County,
2004,Runnels County,
2005,Runnels County,
2006,Runnels County,
2007,Runnels County,
2008,Runnels County,479988
2009,Runnels County,484134
2010,Runnels County,486995
2011,Runnels County,469157
2012,Runnels County,476283
2013,Runnels County,508212
2014,Runnels County,546903
2015,Runnels County,593169
2016,Runnels County,648935
2017,Runnels County,702498
2018,Runnels County,744946
2019,Runnels County,770840
2020,Runnels County,196903
1996,Rowan County,
1997,Rowan County,
1998,Rowan County,
1999,Rowan County,
2000,Rowan County,
2001,Rowan County,
2002,Rowan County,
2003,Rowan County,
2004,Rowan County,
2005,Rowan County,
2006,Rowan County,
2007,Rowan County,
2008,Rowan County,1028503
2009,Rowan County,1043808
2010,Rowan County,1079521
2011,Rowan County,1081168
2012,Rowan County,1125921
2013,Rowan County,1918547
2014,Rowan County,2500480
2015,Rowan County,2587899
2016,Rowan County,2753689
2017,Rowan County,2933832
2018,Rowan County,3096799
2019,Rowan County,3248099
2020,Rowan County,828243
1996,Routt County,1895499
1997,Routt County,2025076
1998,Routt County,2152786
1999,Routt County,2310708
2000,Routt County,2650453
2001,Routt County,2893487
2002,Routt County,3044515
2003,Routt County,3122264
2004,Routt County,3248813
2005,Routt County,3441408
2006,Routt County,3650247
2007,Routt County,4040755
2008,Routt County,4518164
2009,Routt County,4486685
2010,Routt County,4370191
2011,Routt County,4227740
2012,Routt County,4250271
2013,Routt County,4424154
2014,Routt County,4695030
2015,Routt County,5094036
2016,Routt County,5450021
2017,Routt County,5648348
2018,Routt County,5949012
2019,Routt County,6219504
2020,Routt County,1580384
1996,Ross County,742678
1997,Ross County,781916
1998,Ross County,873995
1999,Ross County,940988
2000,Ross County,989203
2001,Ross County,1038787
2002,Ross County,1063115
2003,Ross County,1092774
2004,Ross County,1124788
2005,Ross County,1155487
2006,Ross County,1147090
2007,Ross County,1138773
2008,Ross County,1140986
2009,Ross County,1121266
2010,Ross County,1097787
2011,Ross County,1074852
2012,Ross County,1073180
2013,Ross County,1088366
2014,Ross County,1131952
2015,Ross County,1184361
2016,Ross County,1248689
2017,Ross County,1315025
2018,Ross County,1388252
2019,Ross County,1479914
2020,Ross County,377793
1996,Rosebud County,
1997,Rosebud County,
1998,Rosebud County,
1999,Rosebud County,
2000,Rosebud County,
2001,Rosebud County,
2002,Rosebud County,
2003,Rosebud County,
2004,Rosebud County,
2005,Rosebud County,
2006,Rosebud County,
2007,Rosebud County,
2008,Rosebud County,
2009,Rosebud County,
2010,Rosebud County,
2011,Rosebud County,
2012,Rosebud County,
2013,Rosebud County,
2014,Rosebud County,
2015,Rosebud County,
2016,Rosebud County,843667
2017,Rosebud County,1806446
2018,Rosebud County,1979082
2019,Rosebud County,2035152
2020,Rosebud County,512747
1996,Roseau County,
1997,Roseau County,
1998,Roseau County,
1999,Roseau County,
2000,Roseau County,
2001,Roseau County,
2002,Roseau County,
2003,Roseau County,
2004,Roseau County,
2005,Roseau County,
2006,Roseau County,
2007,Roseau County,
2008,Roseau County,886464
2009,Roseau County,958419
2010,Roseau County,1021292
2011,Roseau County,1039960
2012,Roseau County,1063533
2013,Roseau County,1154529
2014,Roseau County,1260529
2015,Roseau County,1331002
2016,Roseau County,1433137
2017,Roseau County,1536497
2018,Roseau County,1648380
2019,Roseau County,1801543
2020,Roseau County,458008
1996,Roscommon County,535185
1997,Roscommon County,583415
1998,Roscommon County,615146
1999,Roscommon County,649084
2000,Roscommon County,685677
2001,Roscommon County,724000
2002,Roscommon County,774229
2003,Roscommon County,813690
2004,Roscommon County,851426
2005,Roscommon County,875173
2006,Roscommon County,858513
2007,Roscommon County,823521
2008,Roscommon County,783276
2009,Roscommon County,726681
2010,Roscommon County,688743
2011,Roscommon County,668170
2012,Roscommon County,692391
2013,Roscommon County,731205
2014,Roscommon County,756134
2015,Roscommon County,819158
2016,Roscommon County,886335
2017,Roscommon County,976433
2018,Roscommon County,1014816
2019,Roscommon County,1031848
2020,Roscommon County,269417
1996,Roosevelt County,
1997,Roosevelt County,
1998,Roosevelt County,
1999,Roosevelt County,
2000,Roosevelt County,
2001,Roosevelt County,
2002,Roosevelt County,
2003,Roosevelt County,
2004,Roosevelt County,
2005,Roosevelt County,359224
2006,Roosevelt County,946565
2007,Roosevelt County,1006273
2008,Roosevelt County,1031502
2009,Roosevelt County,1027644
2010,Roosevelt County,1020750
2011,Roosevelt County,1002433
2012,Roosevelt County,1027183
2013,Roosevelt County,1067043
2014,Roosevelt County,1105388
2015,Roosevelt County,1130722
2016,Roosevelt County,1186573
2017,Roosevelt County,1275569
2018,Roosevelt County,1326314
2019,Roosevelt County,1402880
2020,Roosevelt County,360865
1996,Rolette County,
1997,Rolette County,
1998,Rolette County,
1999,Rolette County,
2000,Rolette County,
2001,Rolette County,
2002,Rolette County,
2003,Rolette County,
2004,Rolette County,
2005,Rolette County,
2006,Rolette County,
2007,Rolette County,
2008,Rolette County,588260
2009,Rolette County,757248
2010,Rolette County,775294
2011,Rolette County,797202
2012,Rolette County,846572
2013,Rolette County,941518
2014,Rolette County,986822
2015,Rolette County,1032570
2016,Rolette County,1080135
2017,Rolette County,1081269
2018,Rolette County,1128500
2019,Rolette County,1136430
2020,Rolette County,267212
1996,Rogers County,1224277
1997,Rogers County,1264038
1998,Rogers County,1338002
1999,Rogers County,1429170
2000,Rogers County,1503751
2001,Rogers County,1589469
2002,Rogers County,1691281
2003,Rogers County,1751249
2004,Rogers County,1788895
2005,Rogers County,1872257
2006,Rogers County,1934762
2007,Rogers County,2005410
2008,Rogers County,2036279
2009,Rogers County,1998781
2010,Rogers County,1975380
2011,Rogers County,1941277
2012,Rogers County,1822018
2013,Rogers County,1787479
2014,Rogers County,1756599
2015,Rogers County,1813173
2016,Rogers County,1856376
2017,Rogers County,1868210
2018,Rogers County,1933008
2019,Rogers County,2018816
2020,Rogers County,521585
1996,Rockwall County,
1997,Rockwall County,
1998,Rockwall County,
1999,Rockwall County,
2000,Rockwall County,
2001,Rockwall County,
2002,Rockwall County,
2003,Rockwall County,
2004,Rockwall County,1194858
2005,Rockwall County,2088971
2006,Rockwall County,2165403
2007,Rockwall County,2219163
2008,Rockwall County,2194942
2009,Rockwall County,2126227
2010,Rockwall County,2123513
2011,Rockwall County,2231534
2012,Rockwall County,2315217
2013,Rockwall County,2448782
2014,Rockwall County,2617341
2015,Rockwall County,2813491
2016,Rockwall County,3101579
2017,Rockwall County,3301695
2018,Rockwall County,3433997
2019,Rockwall County,3505946
2020,Rockwall County,884346
1996,Rockland County,2590264
1997,Rockland County,2635381
1998,Rockland County,2743085
1999,Rockland County,2959494
2000,Rockland County,3328850
2001,Rockland County,3758273
2002,Rockland County,4254254
2003,Rockland County,4882179
2004,Rockland County,5444006
2005,Rockland County,6163315
2006,Rockland County,6598082
2007,Rockland County,6300569
2008,Rockland County,5995606
2009,Rockland County,5555288
2010,Rockland County,5264644
2011,Rockland County,5061873
2012,Rockland County,4780712
2013,Rockland County,4866498
2014,Rockland County,4943866
2015,Rockland County,5029048
2016,Rockland County,5180227
2017,Rockland County,5273242
2018,Rockland County,5565360
2019,Rockland County,5644193
2020,Rockland County,1392352
1996,Rockingham County,2039057
1997,Rockingham County,2463702
1998,Rockingham County,2647646
1999,Rockingham County,2892162
2000,Rockingham County,3199087
2001,Rockingham County,3614219
2002,Rockingham County,3995943
2003,Rockingham County,4413674
2004,Rockingham County,4750786
2005,Rockingham County,5935934
2006,Rockingham County,7775442
2007,Rockingham County,7679296
2008,Rockingham County,7300360
2009,Rockingham County,6728127
2010,Rockingham County,6482648
2011,Rockingham County,6279015
2012,Rockingham County,6184435
2013,Rockingham County,6395522
2014,Rockingham County,6615665
2015,Rockingham County,6847413
2016,Rockingham County,7112858
2017,Rockingham County,7511568
2018,Rockingham County,7914601
2019,Rockingham County,8248466
2020,Rockingham County,2112991
1996,Rockdale County,1488329
1997,Rockdale County,1525120
1998,Rockdale County,1591311
1999,Rockdale County,1680728
2000,Rockdale County,1797084
2001,Rockdale County,1893434
2002,Rockdale County,1961502
